@relation rationale
@attribute sentence string
@attribute classification string
@data
' Perhaps_RB the_DT last_JJ step_NN is_VBZ to_TO now_RB modify_VB README.maven_NN to_TO point_VB to_IN https://repository.apache.org/content/repositories/snapshots/_VB instead_RB of_IN Jenkins_NNP ?_.','relevant'
' I_PRP would_MD imagine_VB a_DT proper_JJ repo_NN manager_NN is_VBZ a_DT more_RBR suitable_JJ official_JJ location_NN than_IN Jenkins_NNP ._.','relevant'
' As_IN an_DT aside_NN ,_, do_VBP you_PRP know_VB why_WRB SSL_NNP is_VBZ mandatory_JJ to_TO access_VB nexus_NN ?_.','irrelevant'
" I_PRP 've_VB found_VBN https_JJ repos_NNS to_TO be_VB very_RB problematic_JJ for_IN maven_JJ when_WRB the_DT client_NN needs_VBZ to_TO use_VB an_DT HTTP_NNP proxy_NN such_JJ as_IN is_VBZ common_JJ in_IN corporate_JJ environments_NNS ._.",'relevant'
" I_PRP 'm_VBP not_RB saying_VBG its_PRP$ impossible_JJ ,_, but_CC just_RB tricky_JJ and_CC took_VBD trying_VBG different_JJ things_NNS ._.",'relevant'
" If_IN you_PRP do_VBP n't_RB know_VB the_DT answer_NN ,_, who_WP /_NFP how_WRB should_MD I_PRP inquire_VB further_RB ?_.",'irrelevant'
' Perhaps_RB the_DT last_JJ step_NN is_VBZ to_TO now_RB modify_VB README.maven_NN to_TO point_VB to_IN https://repository.apache.org/content/repositories/snapshots/_VB instead_RB of_IN Jenkins_NNP ?_.','relevant'
' Done_VBN -_HYPH see_VB r1296722_NNP and_CC r1296723_NNP ._.','relevant'
' As_IN an_DT aside_NN ,_, do_VBP you_PRP know_VB why_WRB SSL_NNP is_VBZ mandatory_JJ to_TO access_VB nexus_NN ?_.','irrelevant'
" [_-LRB- ..._NFP ]_-RRB- If_IN you_PRP do_VBP n't_RB know_VB the_DT answer_NN ,_, who_WP /_NFP how_WRB should_MD I_PRP inquire_VB further_RB ?_.",'irrelevant'
" Sorry_UH ,_, I_PRP do_VBP n't_RB know_VB the_DT answer_NN to_IN either_DT question_NN ._.",'irrelevant'
' I_PRP would_MD start_VB asking_VBG either_RB on_IN #_NN asfinfra_NN or_CC infrastructure@apache.org_NNP ,_, and_CC they_PRP should_MD be_VB able_JJ to_TO point_VB you_PRP to_IN the_DT right_JJ person_NN ._.','irrelevant'
' Removing_VBG 3.6_CD Fix_NNP version_NN ._.','relevant'
" If_IN I_PRP 'll_MD make_VB it_PRP by_IN the_DT release_NN ,_, I_PRP 'll_MD put_VB it_PRP back_RB ._.",'relevant'
' Patch_JJ w/_NNP test_NN ._.','relevant'
" Here_RB 's_VBZ the_DT patch_NN I_PRP ended_VBD up_RP with_IN when_WRB working_VBG on_IN this_DT on_IN top_NN of_IN 3.x_CD (_-LRB- do_VB n't_RB remember_VB if_IN it_PRP was_VBD 3.5_CD or_CC 3.6_CD )_-RRB- ._.",'relevant'
' This_DT is_VBZ not_RB intended_VBN for_IN commit_NN ,_, but_CC you_PRP many_JJ want_VBP to_TO look_VB at_IN the_DT manager_NN and_CC its_PRP$ validation_NN logic_NN ._.','relevant'
' Not_RB sure_JJ how_WRB much_JJ of_IN it_PRP is_VBZ still_RB relevant_JJ ,_, except_IN the_DT recreate_JJ scenario_NN ._.','relevant'
" I_PRP think_VBP it_PRP 's_VBZ OK_JJ to_TO add_VB IOE_NNP to_IN the_DT signature_NN ?_.",'relevant'
' Ok_UH ._. \n_ that_DT decRef_NN could_MD have_VB closed_VBN the_DT reader_NN \n_ Hmm_NNP ..._NFP if_IN we_PRP assume_VBP that_IN this_DT TR_NN /_SYM IR_NN pair_NN is_VBZ managed_VBN only_RB by_IN that_DT manager_NN ,_, then_RB an_DT IOE_NNP thrown_VBN from_IN decRef_NN could_MD only_RB be_VB caused_VBN by_IN closing_VBG the_DT reader_NN ,_, right_JJ ?_.','relevant'
' So_CC if_IN you_PRP successfully_RB IR.decRef_NNP (_-LRB- )_-RRB- but_CC fail_VB to_IN TR.decRef_VB (_-LRB- )_-RRB- ,_, it_PRP means_VBZ that_IN IR_NNP is_VBZ closed_VBN already_RB right_JJ ?_.','relevant'
" Therefore_RB there_EX 's_VBZ no_DT point_NN to_IN even_RB tryIncRef_CD ?_.",'relevant'
" Just_RB because_IN it_PRP 's_VBZ using_VBG the_DT LineFileDocs_NNP \n_ Ahh_NNP ok_UH ._. As_IN I_PRP said_VBD ,_, I_PRP did_VBD n't_RB read_VB the_DT test_NN through_RB ._.",'irrelevant'
' I_PRP will_MD review_VB the_DT patch_NN after_IN you_PRP post_VBP a_DT new_JJ version_NN ._.','irrelevant'
' New_JJ patch_NN ,_, just_RB handling_VBG the_DT NRT_NNP case_NN ._.','relevant'
' that_DT decRef_NN could_MD have_VB closed_VBN the_DT reader_NN \n_ Hmm_NNP ..._NFP if_IN we_PRP assume_VBP that_IN this_DT TR_NN /_SYM IR_NN pair_NN is_VBZ managed_VBN only_RB by_IN that_DT manager_NN ,_, then_RB an_DT IOE_NNP thrown_VBN from_IN decRef_NN could_MD only_RB be_VB caused_VBN by_IN closing_VBG the_DT reader_NN ,_, right_JJ ?_.','relevant'
' So_CC if_IN you_PRP successfully_RB IR.decRef_NNP (_-LRB- )_-RRB- but_CC fail_VB to_IN TR.decRef_VB (_-LRB- )_-RRB- ,_, it_PRP means_VBZ that_IN IR_NNP is_VBZ closed_VBN already_RB right_JJ ?_.','relevant'
" Therefore_RB there_EX 's_VBZ no_DT point_NN to_IN even_RB tryIncRef_CD ?_.",'relevant'
" You_PRP 're_VBP right_JJ ..._: so_RB I_PRP just_RB left_VBD the_DT two_CD decRefs_NNS in_IN the_DT patch_NN ..._.",'relevant'
' Few_JJ comments_NNS :_: \n\n__SP This_DT assert_NN in_IN the_DT test_NN assertEquals(1_IN ,_, results.size_VB (_-LRB- )_-RRB- )_-RRB- ;_: is_VBZ kinda_RB moot_JJ because_IN we_PRP always_RB return_VBP a_DT FacetResult_NNP ,_, even_RB if_IN empty_JJ ._.','relevant'
' Perhaps_RB you_PRP can_MD assert_VB that_IN if_IN the_DT acquired_VBN reader.maxDoc_NN is_VBZ >_XX 0_NFP ,_, the_DT returned_VBN FacetResult.rootNode_NNP has_VBZ at_RB least_RBS one_CD child_NN with_IN count_NN that_WDT is_VBZ at_IN least_JJS 1_CD ?_.','relevant'
' Maybe_RB change_VB the_DT end_NN of_IN the_DT test_NN to_IN a_DT single_JJ -_HYPH line_NN IOUtils.close_NN (_-LRB- )_-RRB- ?_.','relevant'
" You_PRP wrote_VBD previously_RB that_IN the_DT test_NN uses_VBZ LineFileDocs_NNP ,_, but_CC I_PRP do_VBP n't_RB see_VB it_PRP ._.",'relevant'
' It_PRP seems_VBZ it_PRP only_RB adds_VBZ facets_NNS to_IN documents_NNS ?_.','irrelevant'
' If_IN so_RB ,_, can_MD it_PRP go_VB back_RB to_IN newDirectory_NN (_-LRB- )_-RRB- ?_.','irrelevant'
" It_PRP 's_VBZ good_JJ that_IN you_PRP identify_VBP replaceTaxonomy_RB ,_, makes_VBZ the_DT code_NN safer_JJR ._.",'relevant'
' TR.getTaxoEpoch_RB :_: maybe_RB instead_RB of_IN adding_VBG it_PRP to_IN TR_VB you_PRP can_MD use_VB the_DT one_NN on_IN DTW_NNP (_-LRB- make_VB it_PRP public_JJ ,_, @lucene.internal_JJ )_-RRB- ?_.','relevant'
" It_PRP 's_VBZ odd_JJ that_IN it_PRP documents_VBZ that_IN this_DT epoch_NN is_VBZ returned_VBN only_RB for_IN an_DT NRT_NNP TR_NN ,_, because_IN the_DT epoch_NN is_VBZ recorded_VBN on_IN the_DT taxo_NN index_NN commit_NN data_NNS ,_, so_RB conceptually_RB there_EX 's_VBZ no_DT reason_NN why_WRB it_PRP should_MD n't_RB always_RB return_VB it_PRP ._.",'relevant'
' Yet_RB ,_, since_IN this_DT epoch_NN is_VBZ used_VBN internally_RB ,_, between_IN TW_NN and_CC TR_NN ,_, I_PRP prefer_VBP not_RB to_TO expose_VB it_PRP too_RB much_RB ._.','relevant'
' Hmmm_UH ,_, but_CC then_RB you_PRP may_MD hit_VB a_DT false_JJ positive_JJ where_WRB the_DT returned_VBN TR_NNP is_VBZ valid_JJ ,_, yet_CC just_RB in_RB between_IN the_DT checks_NNS the_DT app_NN called_VBD replaceTaxo_NN ._.','relevant'
" But_CC I_PRP think_VBP that_DT 's_VBZ ok_JJ since_IN it_PRP means_VBZ the_DT check_NN will_MD fail_VB on_IN the_DT next_JJ refresh_NN attempt_NN ._.",'relevant'
' Really_RB ,_, if_IN ever_RB DTW.epoch_JJ changes_NNS ,_, we_PRP should_MD fail_VB ._.','relevant'
" I_PRP do_VBP n't_RB know_VB how_WRB important_JJ it_PRP is_VBZ ,_, but_CC perhaps_RB given_VBN the_DT short_JJ discussion_NN we_PRP had_VBD above_RB ,_, it_PRP would_MD be_VB good_JJ to_TO add_VB a_DT 1-liner_NN to_TO decRef_VB why_WRB the_DT method_NN seems_VBZ unprotected_JJ ,_, but_CC in_IN reality_NN it_PRP 's_VBZ the_DT best_JJS we_PRP can_MD do_VB ?_.",'relevant'
' In_IN refreshIfNeeded_VBN ,_, I_PRP understand_VBP this_DT code_NN newReader.decRef_RB (_-LRB- )_-RRB- is_VBZ equivalent_JJ to_IN closing_VBG newReader_NNP (_-LRB- if_IN epoch_NN has_VBZ changed_VBN )_-RRB- ._.','relevant'
" But_CC after_IN I_PRP received_VBD a_DT question_NN yesterday_NN from_IN a_DT someone_NN who_WP did_VBD not_RB understand_VB why_WRB we_PRP do_VBP n't_RB call_VB close_RB (_-LRB- )_-RRB- ,_, perhaps_RB we_PRP should_MD ,_, for_IN clarity_NN ?_.",'relevant'
' Otherwise_RB this_DT looks_VBZ great_JJ !_.','relevant'
" When_WRB I_PRP worked_VBD on_IN it_PRP in_IN the_DT past_NN ,_, DTR_NNP was_VBD n't_RB NRT_NNP and_CC the_DT sync_NN was_VBD a_DT nightmare_NN ._.",'relevant'
' Making_VBG it_PRP NRT_NNP really_RB simplified_VBD this_DT manager_NN !_.','relevant'
' Thanks_NNS for_IN all_PDT the_DT feedback_NN Shai_NNP ,_, I_PRP incorporated_VBD it_PRP all_DT except_IN for_IN \n_ this_DT one_NN :_: \n_ TR.getTaxoEpoch_RB :_: maybe_RB instead_RB of_IN adding_VBG it_PRP to_IN TR_VB you_PRP can_MD use_VB the_DT one_NN on_IN DTW_NNP (_-LRB- make_VB it_PRP public_JJ ,_, @lucene.internal_JJ )_-RRB- ?_.','relevant'
" It_PRP 's_VBZ odd_JJ that_IN it_PRP documents_VBZ that_IN this_DT epoch_NN is_VBZ returned_VBN only_RB for_IN an_DT NRT_NNP TR_NN ,_, because_IN the_DT epoch_NN is_VBZ recorded_VBN on_IN the_DT taxo_NN index_NN commit_NN data_NNS ,_, so_RB conceptually_RB there_EX 's_VBZ no_DT reason_NN why_WRB it_PRP should_MD n't_RB always_RB return_VB it_PRP ._.",'relevant'
' Yet_RB ,_, since_IN this_DT epoch_NN is_VBZ used_VBN internally_RB ,_, between_IN TW_NN and_CC TR_NN ,_, I_PRP prefer_VBP not_RB to_TO expose_VB it_PRP too_RB much_RB ._.','relevant'
' Hmmm_UH ,_, but_CC then_RB you_PRP may_MD hit_VB a_DT false_JJ positive_JJ where_WRB the_DT returned_VBN TR_NNP is_VBZ valid_JJ ,_, yet_CC just_RB in_RB between_IN the_DT checks_NNS the_DT app_NN called_VBD replaceTaxo_NN ._.','relevant'
" But_CC I_PRP think_VBP that_DT 's_VBZ ok_JJ since_IN it_PRP means_VBZ the_DT check_NN will_MD fail_VB on_IN the_DT next_JJ refresh_NN attempt_NN ._.",'relevant'
' Really_RB ,_, if_IN ever_RB DTW.epoch_JJ changes_NNS ,_, we_PRP should_MD fail_VB ._.','relevant'
" I_PRP do_VBP n't_RB like_VB that_DT cutting_VBG over_RP to_IN DTW_NNP would_MD open_VB up_RP the_DT thread_NN hazard_NN \n_ that_WDT we_PRP fail_VBP to_TO catch_VB the_DT replace_NN ..._NFP admittedly_RB it_PRP 'd_MD be_VB rare_JJ but_CC why_WRB \n_ open_VBP it_PRP up_RP ?_.",'relevant'
' The_DT added_VBN Expert/@lucene.internal_JJ method_NN seems_VBZ minor_JJ ..._.','relevant'
" When_WRB I_PRP worked_VBD on_IN it_PRP in_IN the_DT past_NN ,_, DTR_NNP was_VBD n't_RB NRT_NNP and_CC the_DT sync_NN was_VBD a_DT nightmare_NN ._.",'relevant'
' Making_VBG it_PRP NRT_NNP really_RB simplified_VBD this_DT manager_NN !_.','relevant'
' Thank_VBP you_PRP for_IN doing_VBG all_PDT the_DT hard_JJ work_NN first_RB (_-LRB- making_VBG DTR_NNP NRT_NNP )_-RRB-','irrelevant'
' I_PRP reviewed_VBD again_RB ,_, and_CC now_RB that_IN you_PRP switch_VBP to_IN calling_VBG close_RB (_-LRB- )_-RRB- instead_RB of_IN decRef_NN (_-LRB- )_-RRB- ,_, I_PRP think_VBP the_DT close_NN (_-LRB- )_-RRB- should_MD be_VB done_VBN via_IN IOUtils.close_NN ,_, to_TO avoid_VB a_DT potential_JJ close_JJ failure_NN (_-LRB- newReader.close_NN (_-LRB- )_-RRB- )_-RRB- and_CC leave_VB behind_RB a_DT dangling_JJ TR_NN ?_.','relevant'
" Good_JJ ,_, I_PRP 'll_MD fix_VB that_DT ._.",'relevant'
' Also_RB test_NN (_-LRB- )_-RRB- also_RB has_VBZ these_DT 5_CD close_JJ (_-LRB- )_-RRB- statements_NNS which_WDT can_MD be_VB folded_VBN into_IN one_CD IOUtils_NNP ._.','relevant'
" But_CC that_DT 's_VBZ just_RB style_NN ._.",'irrelevant'
' Woops_UH ,_, I_PRP missed_VBD that_IN one_CD ..._.','irrelevant'
" I_PRP 'll_MD fix_VB ._.",'relevant'
" What_WP I_PRP meant_VBD is_VBZ that_IN if_IN instead_RB of_IN checking_VBG epoch_NN on_IN TR_NNP you_PRP check_VBP on_IN DTW_NNP ,_, you_PRP wo_MD n't_RB (_-LRB- I_PRP think_VBP !_. )_-RRB-",'relevant'
' get_VB into_IN that_DT hazard_NN ._.','relevant'
' Ahh_UH ,_, right_UH ,_, as_RB long_RB as_IN I_PRP check_VBP taxoWriter_NN after_IN the_DT reopen_NN :_: good_JJ !_.','relevant'
" I_PRP 'll_MD fix_VB to_TO just_RB use_VB DTW_NNP ..._.",'relevant'
' New_JJ patch_NN w/_NNP last_JJ round_NN of_IN changes_NNS ..._NFP thanks_NNS Shai_NNP !_.','relevant'
' Looks_VBZ good_JJ ,_, +_SYM 1_CD ._.','relevant'
' Thanks_NNS for_IN doing_VBG the_DT work_NN Mike_NNP !_.','irrelevant'
' Closed_VBN after_IN release_NN ._.','relevant'
' Forgot_VBN to_TO mention_VB that_IN Doron_NNP actually_RB discovered_VBD the_DT bug_NN ,_, I_PRP just_RB had_VBD the_DT time_NN to_TO provide_VB the_DT fix_NN ._.','irrelevant'
' Patch_VB fixes_VBZ the_DT bug_NN by_IN moving_VBG to_TO track_VB reference_NN count_NN by_IN DTR_NNP ._.','relevant'
' Also_RB ,_, added_VBD a_DT test_NN which_WDT covers_VBZ that_DT bug_NN ._.','relevant'
' On_IN the_DT go_NN ,_, fixed_VBN close_RB (_-LRB- )_-RRB- to_TO synchronize_VB on_IN this_DT if_IN the_DT instance_NN is_VBZ not_RB already_RB closed_VBN ._.','relevant'
' Otherwise_RB ,_, two_CD threads_NNS that_WDT call_VBP close_RB (_-LRB- )_-RRB- concurrently_RB might_MD fail_VB (_-LRB- one_CD of_IN them_PRP )_-RRB- in_IN decRef_NN (_-LRB- )_-RRB- ._.','relevant'
" I_PRP think_VBP it_PRP 's_VBZ ready_JJ to_TO commit_VB ,_, will_MD wait_VB until_IN tomorrow_NN for_IN review_NN ._.",'relevant'
' Patch_VB looks_VBZ good_JJ ,_, builds_NNS and_CC passes_VBZ for_IN me_PRP ,_, thanks_NNS for_IN fixing_VBG this_DT Shai_NNP ._.','relevant'
' Few_JJ comments_NNS :_: \n\n__SP CHANGES_NNS :_: rephrase_VB the_DT e.g._JJ','relevant'
' part_NN like_IN this_DT :_: (_-LRB- e.g._RB','relevant'
' if_IN application_NN called_VBN incRef_NNP /_SYM decRef_NN )_-RRB- ._.','relevant'
' New_JJ test_NN :_: \n\t\n__SP LTC.newDirectory_NN (_-LRB- )_-RRB- instead_RB of_IN new_JJ RAMDirectory_NNP (_-LRB- )_-RRB- ._.','relevant'
' text_NN messages_NNS in_IN the_DT asserts_NNS ._.','relevant'
' DTR_NN :_: \n\t\n__SP Would_MD it_PRP be_VB simpler_JJR to_TO make_VB close_JJ (_-LRB- )_-RRB- synchronized_VBN (_-LRB- just_RB like_IN IR.close_NNP (_-LRB- )_-RRB- )_-RRB- \n_ Would_MD it_PRP -_HYPH again_RB -_HYPH be_VB simpler_JJR to_TO keep_VB maintaining_VBG the_DT ref_NN -_HYPH counts_NNS in_IN the_DT internal_JJ IR_NN and_CC just_RB ,_, in_IN refresh_NN ,_, decRef_JJ as_IN needed_VBN in_IN the_DT old_JJ one_CD and_CC incRef_NN accordingly_RB in_IN the_DT new_JJ one_NN ?_.','relevant'
' This_DT way_NN we_PRP continue_VBP to_TO delegate_VB that_DT logic_NN to_IN IR_NN ,_, and_CC do_VBP not_RB duplicate_VB it_PRP ._.','relevant'
' Current_JJ patch_NN removes_VBZ the_DT ensureOpen_NN (_-LRB- )_-RRB- check_VB from_IN getRefCount_NNP (_-LRB- )_-RRB- ._.','relevant'
' I_PRP think_VBP this_DT is_VBZ correct_JJ -_HYPH in_RP fact_NN I_PRP needed_VBD that_IN when_WRB debugging_VBG this_DT ._.','relevant'
' Perhaps_RB should_MD document_VB about_IN it_PRP in_IN CHANGES_NNS entry_NN ._.','relevant'
" Patch_VB addresses_VBZ Doron_NNP 's_POS comments_NNS ._.",'relevant'
' Missed_VBN that_DT test_NN comment_NN about_IN no_DT need_NN for_IN random_JJ directory_NN ._.','irrelevant'
" About_IN the_DT decRef_NN dup_NN code_NN ,_, yeah_UH ,_, that_DT 's_VBZ what_WP I_PRP meant_VBD ,_, but_CC okay_UH ._.",'irrelevant'
' I_PRP think_VBP this_DT is_VBZ ready_JJ to_TO commit_VB ._.','relevant'
' Committed_JJ revision_NN 1234450_CD (_-LRB- 3x_CD )_-RRB- ,_, 1234451_CD (_-LRB- trunk_NN )_-RRB- ._.','relevant'
' Thanks_NNS Doron_NNP !_.','irrelevant'
" In_IN the_DT LUCENE-3453_JJ branch_NN I_PRP 've_VB removed_VBN DocValuesField.setXXX_VBN methods_NNS :_: they_PRP are_VBP all_RB inherited_VBN from_IN Field.setValue_NNP instead_RB ._.",'relevant'
' Likewise_RB for_IN NumericField_NNP (_-LRB- which_WDT also_RB had_VBD its_PRP$ own_JJ setters_NNS for_IN numeric_JJ values_NNS ,_, with_IN different_JJ names_NNS )_-RRB- ..._.','relevant'
' Fixed_VBN with_IN LUCENE-3453_NNP ._.','relevant'
' seems_VBZ like_IN this_DT issue_NN still_RB exists_VBZ ._.','relevant'
' Now_RB we_PRP overload_VBP Field#setValue(int|long|short|_NNP ..._NFP )_-RRB-','relevant'
" Wait_VB \x96_HYPH DocValuesField.java_NN does_VBZ n't_RB overload_VB any_DT setters_NNS now_RB right_JJ ?_.",'irrelevant'
" I_PRP 'm_VBP confused_JJ ._.",'irrelevant'
' I_PRP am_VBP talking_VBG about_IN Field.java_NNP \n\n\n  __SP public_JJ void_NN setValue(BytesRef_JJ value_NN )_-RRB- {_-LRB- \n     __SP //_NFP ...._NFP \n  __SP }_-RRB- \n\n  __SP public_JJ void_NN setValue(int_NN value_NN )_-RRB- {_-LRB- \n      __SP //_SYM ...._NFP \n  __SP }_-RRB- \n\n  __SP public_JJ void_NN setValue(long_JJ value_NN )_-RRB- {_-LRB- \n    __SP //_SYM ...._NFP \n  __SP }_-RRB- \n\n  __SP public_JJ void_NN setValue(float_NN value_NN )_-RRB- {_-LRB- \n      __SP //_SYM ...._NFP \n  __SP }_-RRB- \n\n  __SP public_JJ void_NN setValue(double_JJ value_NN )_-RRB- {_-LRB- \n   __SP //_NFP ...._NFP \n  __SP }_-RRB-','relevant'
' Right_UH ,_, Field.java_NNP has_VBZ setters_NNS ._.','irrelevant'
' DocValuesField_VBG no_RB longer_RB does_VBZ (_-LRB- nor_CC does_VBZ NumericField_NNP )_-RRB- ,_, ie_FW we_PRP fixed_VBD this_DT issue_NN (_-LRB- that_IN these_DT classes_NNS were_VBD overloading_VBG the_DT setters_NNS from_IN Field.java_NNP )_-RRB- ._.','relevant'
' Or_CC ..._: are_VBP you_PRP saying_VBG this_DT is_VBZ naming_VBG issue_NN ?_.','irrelevant'
' Ie_NNP we_PRP can_MD work_VB out_RP the_DT naming_NN (_-LRB- do_VBP we_PRP use_VB setValue(T_DT value_NN )_-RRB- or_CC setT(T_NN value_NN )_-RRB- for_IN Field.java_NNP and_CC for_IN the_DT new_JJ Norm_NNP class_NN )_-RRB- here_RB ..._.','relevant'
' Patch_VB ._.','relevant'
" I_PRP now_RB pass_VBP DataInput_NNP down_RP to_IN IndexFormatTooNew_NNP /_SYM OldExc_NNP ,_, and_CC \n_ .toString_NN (_-LRB- )_-RRB- it_PRP ,_, and_CC impl'd_NNS .toString_NN in_IN the_DT all_PDT the_DT IndexInput_NNP impls_NNS I_PRP \n_ could_MD find_VB ._.",'relevant'
' I_PRP do_VBP nt_RB think_VB i_PRP like_IN all_PDT the_DT duplication_NN /_SYM extra_JJ tracking_NN in_IN every_DT indexinput_NN impl_NN ..._.','relevant'
' In_IN my_PRP$ opinion_NN its_PRP$ not_RB worth_JJ it_PRP !_.','relevant'
' can_MD this_DT be_VB done_VBN in_IN a_DT cleaner_JJR way_NN ?_.','relevant'
' I_PRP agree_VBP with_IN Robert_NNP ,_, adding_VBG this_DT to_IN IndexInput_NNP is_VBZ stupid_JJ ._.','relevant'
' I_PRP think_VBP ,_, only_RB adding_VBG the_DT file_NN name_NN as_IN done_VBN before_RB should_MD be_VB fine_JJ ._.','relevant'
' There_EX are_VBP only_RB few_JJ places_NNS where_WRB we_PRP pass_VBP null_NN as_IN file_NN name_NN to_IN the_DT exception_NN (_-LRB- whoch_NN may_MD be_VB fixed_VBN )_-RRB- ._.','relevant'
' Passing_VBG the_DT whole_JJ directory_NN name_NN is_VBZ in_IN my_PRP$ opinion_NN useless_JJ ._.','relevant'
' Its_PRP$ up_IN to_IN the_DT implementation_NN using_VBG lucene_NN to_TO keep_VB track_NN of_IN its_PRP$ directory_NN name_NN (_-LRB- when_WRB it_PRP opens_VBZ a_DT IndexReader_NN it_PRP already_RB knows_VBZ its_PRP$ dir_NN name_NN )_-RRB- ._.','relevant'
" I_PRP would_MD close_VB this_DT as_IN wo_MD n't_RB fix_VB and_CC maybe_RB only_RB fix_VBP the_DT remaining_VBG places_NNS that_WDT misses_VBZ the_DT file_NN name_NN (_-LRB- e.g._RB",'relevant'
' SegmentTermsEnumReader_NNP )_-RRB- ._.','relevant'
' you_PRP might_MD be_VB able_JJ to_TO work_VB me_PRP down_RP to_IN a_DT partial_JJ path_NN rather_RB than_IN a_DT full_JJ path_NN ..._: \n_ like_IN if_IN IndexInput_NNP takes_VBZ String_NN name_NN in_IN its_PRP$ ctor_NN (_-LRB- the_DT same_JJ one_CD passed_VBD to_IN Directory.openInput_NN NOT_RB the_DT full_JJ path_NN ,_, keeps_VBZ String_NN as_IN a_DT private_JJ variable_NN )_-RRB- ,_, and_CC implements_VBZ toString_VBG itself_PRP ._.','relevant'
' then_RB we_PRP would_MD nt_RB have_VB to_TO track_VB additional_JJ variables_NNS in_IN each_DT indexinput_NN impl_NN ,_, only_RB change_VB openinput_NN and_CC the_DT ctors_NNS to_TO pass_VB this_DT information_NN ._.','relevant'
" But_CC i_PRP 'm_VBP still_RB not_RB sure_JJ how_WRB useful_JJ this_DT is_VBZ ._.",'relevant'
' It_PRP really_RB seems_VBZ like_IN an_DT implementation_NN detail_NN that_WDT we_PRP check_VBP the_DT stored_VBN fields_NNS to_TO determine_VB if_IN an_DT indexformat_NN is_VBZ too_RB old_JJ ._.','relevant'
' who_WP cares_VBZ what_WP the_DT file_NN name_NN is_VBZ ?_.','relevant'
' +_SYM 1_CD ,_, I_PRP like_VBP that_DT solution_NN ,_, Robert_NNP ._.','relevant'
" I_PRP 'll_MD rework_VB the_DT patch_NN ..._.",'relevant'
" New_JJ patch_NN folding_NN in_IN Robert_NNP 's_POS idea_NN ...._.",'relevant'
' I_PRP added_VBD final_JJ String_NN resourceDescription_NN to_IN II_CD ,_, returned_VBN from_IN \n_ toString_NN ,_, made_VBD it_PRP required_VBN arg_NN to_IN the_DT ctor_NN ,_, and_CC fix_VB all_DT II_NN subclasses_NNS \n_ to_TO pass_VB something_NN reasonable_JJ ._.','relevant'
' When_WRB our_PRP$ II_NNP impls_NN originate_VBP an_DT exception_NN (_-LRB- eg_NN from_IN EOF_NNP )_-RRB- ,_, I_PRP also_RB include_VBP \n_ II.toString_NNP (_-LRB- )_-RRB- ;_: if_IN a_DT method_NN they_PRP call_VBP throws_VBZ IOE_NNP (_-LRB- eg_NN file.read_NNP (_-LRB- ..._NFP )_-RRB- \n_ inside_IN SimpleFSII_NNP )_-RRB- ,_, then_RB I_PRP catch_VBP &_CC rethrow_NN w/_NNS II.toString_VBG (_-LRB- )_-RRB- included_VBN ._.','relevant'
' I_PRP also_RB include_VBP the_DT sub_NN -_HYPH file_NN name_NN when_WRB inside_IN a_DT sliced_JJ II_NNP (_-LRB- CFS_NNP /_SYM CFX_NNP )_-RRB- ;_: \n_ I_PRP added_VBD a_DT required_VBN arg_NN (_-LRB- sliceDescription_NN )_-RRB- to_IN the_DT sliceInput_NN method_NN \n_ for_IN this_DT ._.','relevant'
' OK_UH ,_, new_JJ patch_NN ;_: I_PRP changed_VBD to_IN EOFE_NNP ,_, and_CC I_PRP just_RB use_VBP in.toString_NN (_-LRB- )_-RRB- instead_RB of_IN special_JJ casing_VBG DI_NNP vs_IN II_NNP ._.','relevant'
" I_PRP think_VBP it_PRP 's_VBZ ready_JJ !_.",'relevant'
' mike_NN can_MD we_PRP close_VB LUCENE-3138_NNP too_RB ?_.','irrelevant'
' Bulk_NNP close_RB after_IN release_NN of_IN 3.5_CD','relevant'
' +_SYM 1_CD \n_ We_PRP now_RB use_VBP Lucene_NNP Hunspell_NNP for_IN a_DT few_JJ customer_NN deployments_NNS ,_, and_CC it_PRP would_MD be_VB great_JJ to_TO have_VB it_PRP the_DT analysis_NN module_NN ,_, since_IN it_PRP supports_VBZ some_DT 70_CD -_SYM 80_CD languages_NNS out_IN of_IN the_DT box_NN ,_, and_CC gives_VBZ great_JJ flexibility_NN since_IN you_PRP can_MD edit_VB -_HYPH or_CC augment_NN -_: the_DT dictionaries_NNS to_TO change_VB behaviour_NN and_CC fix_VB stemming_VBG bugs_NNS ._.','relevant'
' As_IN a_DT side_NN benefit_NN I_PRP also_RB expect_VBP that_IN when_WRB the_DT Ooo_NNP dictionaries_NNS get_VBP more_JJR use_NN in_IN Lucene_NNP ,_, users_NNS will_MD over_IN time_NN be_VB able_JJ to_TO extend_VB and_CC improve_VB the_DT dictionaries_NNS ,_, and_CC contribute_VB their_PRP$ changes_NNS back_RB ,_, benefiting_VBG also_RB Ooo_NNP users_NNS ._.','relevant'
' Patch_VB with_IN a_DT port_NN of_IN the_DT code_NN ._.','relevant'
" Because_IN most_JJS of_IN the_DT dictionaries_NNS are_VBP L_NNP /_SYM GPL_NNP ,_, I_PRP 've_VB written_VBN my_PRP$ own_JJ dumb_JJ stupid_JJ dictionary_NN for_IN test_NN purposes_NNS ._.",'relevant'
