@relation rationale
@attribute sentence string
@attribute classification string
@data
' The_DT last_JJ time_NN I_PRP checked_VBD with_IN the_DT messaging_JJ menu_NN ,_, it_PRP used_VBD a_DT symbolic_JJ icon_NN ._.','irrelevant'
' I_PRP may_MD be_VB wrong_JJ ,_, though_RB ._.','irrelevant'
' As_IN for_IN indicator_NN -_HYPH application_NN ,_, its_PRP$ the_DT job_NN of_IN the_DT individual_JJ app_NN developers_NNS to_TO provide_VB symbolic_JJ icon_NN ,_, not_RB indicator_NN -_HYPH application_NN','relevant'
' will_MD need_VB some_DT assets_NNS from_IN design_NN','irrelevant'
' Could_MD this_DT be_VB higher_JJR importance_NN than_IN Wishlist_NNP please_UH ?_.','irrelevant'
" It_PRP 's_VBZ a_DT fairly_RB old_JJ bug_NN and_CC makes_VBZ third_JJ -_HYPH party_NN themes_NNS look_VBP bad_JJ including_VBG Adwaita_NNP ._.",'relevant'
" There_EX are_VBP some_DT subtle_JJ uses_NNS of_IN color_NN in_IN the_DT indicator_NN icons_NNS :_: \n\xa0__SP *_NFP messaging_NN turns_NNS blue_JJ (_-LRB- and_CC even_RB had_VBD full_JJ colored_VBN icons_NNS briefly_NN last_JJ cycle_NN )_-RRB- \n\xa0__SP *_NFP power_NN cog_NN (_-LRB- indicator_NN -_HYPH sesision_NN )_-RRB- turns_VBZ red_JJ when_WRB there_EX 's_VBZ a_DT problem_NN in_IN online_JJ accounts_NNS \n\xa0__SP *_NFP sound_NN turns_VBZ dark_JJ when_WRB muted_VBN \n_ Right_RB now_RB ,_, this_DT is_VBZ handled_VBN by_IN different_JJ icon_NN names_NNS for_IN the_DT diffeterent_JJ states_NNS ._.",'relevant'
' For_IN example_NN ,_, indicator_NN -_HYPH messages_NNS -_HYPH new_JJ is_VBZ a_DT blue_JJ version_NN of_IN indicator_NN -_HYPH messages_NNS ._.','relevant'
" I_PRP do_VBP n't_RB know_VB if_IN that_DT can_MD be_VB easily_RB replicated_VBN with_IN symbolic_JJ icons_NNS ._.",'relevant'
" At_IN the_DT simplest_JJS ,_, we_PRP 'd_MD need_VB a_DT way_NN to_TO specify_VB the_DT white_JJ color_NN (_-LRB- maybe_RB indirectly_RB through_IN widget_NN state_NN or_CC so_RB )_-RRB- when_WRB giving_VBG GtkImage_NNP an_DT icon_NN name_NN ._.",'relevant'
" Status_NNP changed_VBD to_IN '_`` Confirmed_VBN '_'' because_IN the_DT bug_NN affects_VBZ multiple_JJ users_NNS ._.",'relevant'
" Ted_NNP ,_, please_UH do_VB n't_RB close_VB bugs_NNS like_IN this_DT without_IN leaving_VBG an_DT explanation_NN ._.",'irrelevant'
" Do_VBP n't_RB they_PRP use_VB symbolic_JJ icons_NNS already_RB ?_.",'irrelevant'
' The_DT last_JJ time_NN I_PRP checked_VBD with_IN the_DT messaging_JJ menu_NN ,_, it_PRP used_VBD a_DT symbolic_JJ icon_NN ._.','irrelevant'
' I_PRP may_MD be_VB wrong_JJ ,_, though_RB ._.','irrelevant'
' As_IN for_IN indicator_NN -_HYPH application_NN ,_, its_PRP$ the_DT job_NN of_IN the_DT individual_JJ app_NN developers_NNS to_TO provide_VB symbolic_JJ icon_NN ,_, not_RB indicator_NN -_HYPH application_NN','relevant'
' will_MD need_VB some_DT assets_NNS from_IN design_NN','irrelevant'
' Could_MD this_DT be_VB higher_JJR importance_NN than_IN Wishlist_NNP please_UH ?_.','irrelevant'
" It_PRP 's_VBZ a_DT fairly_RB old_JJ bug_NN and_CC makes_VBZ third_JJ -_HYPH party_NN themes_NNS look_VBP bad_JJ including_VBG Adwaita_NNP ._.",'relevant'
" There_EX are_VBP some_DT subtle_JJ uses_NNS of_IN color_NN in_IN the_DT indicator_NN icons_NNS :_: \n\xa0__SP *_NFP messaging_NN turns_NNS blue_JJ (_-LRB- and_CC even_RB had_VBD full_JJ colored_VBN icons_NNS briefly_NN last_JJ cycle_NN )_-RRB- \n\xa0__SP *_NFP power_NN cog_NN (_-LRB- indicator_NN -_HYPH sesision_NN )_-RRB- turns_VBZ red_JJ when_WRB there_EX 's_VBZ a_DT problem_NN in_IN online_JJ accounts_NNS \n\xa0__SP *_NFP sound_NN turns_VBZ dark_JJ when_WRB muted_VBN \n_ Right_RB now_RB ,_, this_DT is_VBZ handled_VBN by_IN different_JJ icon_NN names_NNS for_IN the_DT diffeterent_JJ states_NNS ._.",'relevant'
' For_IN example_NN ,_, indicator_NN -_HYPH messages_NNS -_HYPH new_JJ is_VBZ a_DT blue_JJ version_NN of_IN indicator_NN -_HYPH messages_NNS ._.','relevant'
" I_PRP do_VBP n't_RB know_VB if_IN that_DT can_MD be_VB easily_RB replicated_VBN with_IN symbolic_JJ icons_NNS ._.",'relevant'
" At_IN the_DT simplest_JJS ,_, we_PRP 'd_MD need_VB a_DT way_NN to_TO specify_VB the_DT white_JJ color_NN (_-LRB- maybe_RB indirectly_RB through_IN widget_NN state_NN or_CC so_RB )_-RRB- when_WRB giving_VBG GtkImage_NNP an_DT icon_NN name_NN ._.",'relevant'
" Status_NNP changed_VBD to_IN '_`` Confirmed_VBN '_'' because_IN the_DT bug_NN affects_VBZ multiple_JJ users_NNS ._.",'relevant'
" Ted_NNP ,_, please_UH do_VB n't_RB close_VB bugs_NNS like_IN this_DT without_IN leaving_VBG an_DT explanation_NN ._.",'irrelevant'
' Okay_UH I_PRP am_VBP attaching_VBG the_DT wicd.log_-RRB- file_NN ._.','irrelevant'
' Removed_VBN the_DT wpa_NN key_NN ._.','relevant'
" I_PRP do_VBP n't_RB know_VB if_IN it_PRP will_MD help_VB ,_, but_CC tonight_NN after_IN work_NN ,_, I_PRP am_VBP going_VBG to_TO connect_VB to_IN an_DT unsecured_JJ network_NN ._.",'relevant'
' Alright_UH so_RB I_PRP guess_VBP this_DT is_VBZ not_RB a_DT super_JJ major_JJ issue_NN ,_, since_IN Network_NNP Manager_NNP still_RB works_VBZ fine_JJ !_.','relevant'
' Sorry_UH for_IN bugging_VBG you_PRP Dan_NNP ._.','irrelevant'
' I_PRP am_VBP totally_RB cool_JJ with_IN using_VBG Network_NNP Manager_NNP ,_, or_CC just_RB leaving_VBG the_DT box_NN unchecked_JJ ._.','relevant'
' I_PRP just_RB wanted_VBD to_TO pass_VB the_DT information_NN along_RB ._.','irrelevant'
' (_-LRB- Is_VBZ that_DT helpful_JJ ?_. )_-RRB-','irrelevant'
' -M_:','irrelevant'
' Thanks_NNS for_IN providing_VBG that_DT info_NN ,_, Matt_NNP ._.','irrelevant'
" It_PRP looks_VBZ like_IN you_PRP 're_VBP probably_RB dealing_VBG with_IN a_DT driver_NN issue_NN ._.",'relevant'
" Your_PRP$ iwconfig_NN output_NN does_VBZ n't_RB show_VB any_DT link_NN quality_NN or_CC even_RB a_DT signal_NN /_SYM noise_NN level_NN when_WRB you_PRP 're_VBP connected_VBN to_IN your_PRP$ network_NN ._.",'relevant'
' Without_IN it_PRP ,_, wicd_VBD assumes_VBZ the_DT link_NN quality_NN is_VBZ 0_CD ,_, which_WDT will_MD lead_VB to_IN a_DT disconnect_JJ /_SYM reconnect_NN ._.','relevant'
" Usually_RB the_DT absence_NN of_IN that_DT information_NN indicates_VBZ that_IN your_PRP$ wireless_JJ driver_NN is_VBZ n't_RB reporting_VBG it_PRP ,_, but_CC I_PRP would_MD expect_VB NM_NNP to_TO run_VB into_IN some_DT issues_NNS if_IN that_DT was_VBD the_DT case_NN ._.",'relevant'
" If_IN you_PRP feel_VBP like_IN digging_VBG deeper_RBR into_IN what_WP 's_VBZ going_VBG on_IN I_PRP can_MD give_VB you_PRP some_DT commands_NNS /_SYM scripts_NNS to_TO query_VB the_DT link_NN quality_NN at_IN layers_NNS lower_JJR than_IN iwconfig_NN ._.",'relevant'
' Hi_UH Dan_NNP ,_, \n\xa0\xa0__SP No_DT problem_NN ,_, glad_JJ to_TO be_VB of_IN help_NN ,_, well_RB more_JJR of_IN time_NN wasting_VBG ._.','irrelevant'
" I_PRP was_VBD not_RB really_RB that_RB concerned_JJ with_IN digging_VBG deeper_RBR into_IN this_DT issue_NN ,_, but_CC if_IN you_PRP feel_VBP that_IN we_PRP should_MD ,_, to_TO help_VB others_NNS ,_, should_MD they_PRP run_VB into_IN a_DT similar_JJ issue_NN ,_, then_RB I_PRP do_VBP n't_RB mind_VB ._.",'irrelevant'
' But_CC I_PRP have_VBP a_DT workaround_NN and_CC alternative_NN software_NN that_WDT works_VBZ for_IN the_DT time_NN being_VBG ,_, so_CC it_PRP is_VBZ not_RB a_DT pressing_JJ matter_NN ._.','relevant'
' Let_VB me_PRP know_VB if_IN you_PRP feel_VBP we_PRP should_MD look_VB further_RB into_IN this_DT ._.','irrelevant'
' -M_:','irrelevant'
' In_IN Ubuntu_NNP 9.04_CD beta_NN my_PRP$ problem_NN with_IN constant_JJ reconnection_NN is_VBZ solved_VBN ._.','relevant'
' The_DT culprit_NN before_RB was_VBD an_DT older_JJR version_NN of_IN the_DT proprietary_JJ driver_NN in_IN Ubuntu_NNP reps_NNS (_-LRB- BCM4328_NNP rev03_NNP card_NN )_-RRB- ._.','relevant'
' Hi_UH ,_, I_PRP get_VBP this_DT issue_NN too_RB ._.','relevant'
' Broadcom_NNP BCM4328_NNP rev03_NNP ,_, MacBook3,1_NNP ,_, Ubuntu_NNP 9.04_CD with_IN STA_NNP driver_NN from_IN repos_NN and_CC wicd_VBD 1.5.9_CD -_SYM 2_CD ._.','irrelevant'
' I_PRP use_VBP WPA2_NNP Personal_NNP ._.','irrelevant'
' Precisely_RB the_DT same_JJ issue_NN with_IN wicd_JJ connecting_VBG fine_JJ and_CC then_RB thrashing_VBG around_RP until_IN I_PRP stop_VBP it_PRP ._.','relevant'
' NetworkManager_NNP works_VBZ fine_RB ,_, but_CC the_DT applet_NN icon_NN consistently_RB shows_VBZ 0_CD %_NN ._.','relevant'
' The_DT bar_NN in_IN the_DT drop_VB -_HYPH down_RP network_NN list_NN is_VBZ normal_JJ ._.','irrelevant'
" Just_RB thought_VBD I_PRP 'd_MD add_VB another_DT couple_NN of_IN ideas_NNS ..._:  _ Network_NNP Manager_NNP worked_VBD fine_RB ._.",'relevant'
' Unchecking_VBG the_DT reconnect_NN automatically_RB on_IN connection_NN loss_NN option_NN worked_VBD fine_RB ._.','relevant'
' Still_RB showed_VBD a_DT low_JJ percent_NN but_CC network_NN performance_NN was_VBD fine_JJ ._.','relevant'
" Since_IN the_DT release_NN of_IN 9.04_CD ,_, I_PRP 've_VB installed_VBN fresh_JJ on_IN one_CD of_IN my_PRP$ laptops_NNS (_-LRB- the_DT Inspiron_NNP 910_CD )_-RRB- from_IN the_DT command_NN line_NN and_CC added_VBD X_NN ,_, gdm_NN ,_, wicd_JJ ,_, etc_FW ._.",'irrelevant'
" I_PRP 'm_VBP not_RB having_VBG an_DT issue_NN anymore_RB ._.",'irrelevant'
' Actually_RB upgraded_VBN my_PRP$ other_JJ laptop_NN (_-LRB- the_DT Inspiron_NNP 1520_CD )_-RRB- and_CC am_VBP in_IN the_DT process_NN of_IN installing_VBG wicd_VBN now_RB ._.','irrelevant'
' Okay_UH just_RB rebooted_VBD ,_, and_CC everything_NN seems_VBZ to_TO be_VB working_VBG properly_RB for_IN me_PRP ._.','irrelevant'
' The_DT underlying_JJ problem_NN (_-LRB- for_IN me_PRP at_IN least_JJS )_-RRB- seems_VBZ to_TO be_VB the_DT Broadcom_NNP wl_IN driver_NN flaking_VBG out_RP ._.','relevant'
' wicd_JJ calls_NNS iwconfig_VBP to_TO get_VB signal_NN strength_NN ,_, iwconfig_NN calls_VBZ into_IN the_DT driver_NN ,_, but_CC gets_VBZ an_DT error_NN rather_RB than_IN the_DT stats_NNS it_PRP needs_VBZ ._.','relevant'
" I_PRP 've_VB opened_VBN bug_NN 364413_CD against_IN the_DT driver_NN /_SYM linux_NN -_HYPH restricted_VBN -_HYPH modules_NNS :_: \n_ https://bugs.launchpad.net/ubuntu/+source/linux-restricted-modules/+bug/364413_NN",'relevant'
" I_PRP 've_VB modified_VBN Wicd_NNP to_TO not_RB crash_VB if_IN the_DT iwconfig_JJ output_NN does_VBZ not_RB include_VB the_DT signal_NN strength_NN ._.",'relevant'
' This_DT fix_NN is_VBZ available_JJ in_IN 1.6.1_NN ._.','relevant'
' Do_VBP nt_RB know_VB if_IN this_DT will_MD help_VB anyone_NN ,_, but_CC running_VBG wicd_JJ daemon_NN with_IN -u_JJ keeps_VBZ my_PRP$ connection_NN up_RP even_RB though_IN the_DT wicd_JJ -_HYPH client_NN reports_NNS signal_NN strength_NN of_IN 0_CD ._.','relevant'
' This_DT is_VBZ with_IN a_DT fresh_JJ install_NN of_IN wicd_JJ and_CC broadcom_VB wl_NN drivers_NNS ._.','irrelevant'
' Sorry_UH for_IN double_JJ post_NN ,_, but_CC it_PRP should_MD be_VB -n_NFP for_IN no_DT polling_NN ._.','relevant'
' Hi_UH kelate_NN ,_, thanks_NNS for_IN your_PRP$ bug_NN report_NN !_.','irrelevant'
" You_PRP say_VBP it_PRP was_VBD getting_VBG stuck_VBN at_IN language_NN selection_NN ,_, so_CC I_PRP 've_VB classified_VBN this_DT as_IN a_DT bug_NN in_IN Ubiquity_NNP ,_, but_CC you_PRP also_RB include_VBP a_DT picture_NN of_IN some_DT text_NN output_NN ._.",'relevant'
' Where_WRB did_VBD that_DT output_NN come_VB from_IN ?_.','irrelevant'
' of_IN course_NN .._NFP the_DT pictures_NNS were_VBD taken_VBN during_IN the_DT set_NN -_HYPH up_RP .._NFP and_CC the_DT end_NN of_IN the_DT stucked_VBN -_HYPH please_UH refer_VB to_IN this-08_NNP -_HYPH 03_CD -_HYPH 09_2015.jpg_NNS','irrelevant'
' Oh_UH ,_, that_DT language_NN chooser_NN ,_, I_PRP see_VBP ._.','irrelevant'
" I_PRP do_VBP n't_RB know_VB the_DT package_NN then_RB ,_, let_VB me_PRP find_VB out_RP ._.",'irrelevant'
' This_DT may_MD also_RB be_VB related_VBN to_IN the_DT crash_NN in_IN bug_NN 472009_CD as_IN a_DT few_JJ of_IN those_DT bug_NN reports_NNS mention_VBP facebook_NN ._.','relevant'
' Well_UH ,_, what_WDT version_NN of_IN flash_NN are_VBP they_PRP using_VBG ?_.','irrelevant'
' The_DT only_JJ crash_NN report_NN I_PRP could_MD find_VB in_IN those_DT threads_NNS was_VBD bp_NNP -_HYPH ff33bdc0-a5a3_NNP -_HYPH 452f-99be_CD -_HYPH ab9122090312_NN ._.','irrelevant'
' May_MD be_VB cool_JJ to_TO find_VB out_RP if_IN all_DT are_VBP the_DT same_JJ sig_NN ._.','irrelevant'
' New_JJ profile_NN is_VBZ also_RB cool_JJ ._.','relevant'
' So_RB ,_, not_RB sure_JJ ._.','irrelevant'
' Likely_RB all_DT using_VBG 10_CD r_SYM 22_CD ._.','irrelevant'
" I_PRP 'll_MD go_VB through_IN them_PRP to_TO find_VB out_RP but_CC that_DT 's_VBZ by_IN far_RB the_DT most_RBS common_JJ ._.",'irrelevant'
' BtwVdpCapFilter.dll_NNP google_NNP says_VBZ causes_VBZ crashes_NNS in_IN Flash_NNP and_CC I_PRP can_MD see_VB a_DT new_JJ facebook_NN app_NN that_WDT may_MD be_VB trying_VBG to_TO use_VB your_PRP$ webcam_NN and_CC leading_VBG to_IN crashes_NNS ._.','relevant'
' Just_RB random_JJ speculation_NN ._.','irrelevant'
' (_-LRB- see_VB bug_NN 472009_CD )_-RRB-','irrelevant'
' Looks_VBZ like_IN a_DT range_NN of_IN Flash_NNP versions_NNS from_IN 9r115_CD to_IN 10r22_CD ..._: nothing_NN in_IN common_JJ really_RB ._.','irrelevant'
' http://support.mozilla.com/tiki-view_forum_thread.php?locale=en-US&comments_parentId=311978&forumId=1_NN is_VBZ the_DT most_RBS helpful_JJ one_NN it_PRP seems_VBZ and_CC it_PRP mentions_VBZ webcams_NNS and_CC facebook_NN ._.','irrelevant'
' When_WRB I_PRP modify_VBP my_PRP$ personal_JJ status_NN in_IN facebook_NN ,_, the_DT system_NN freeze_VBP completely_RB (_-LRB- the_DT CAPS_NNP LOCK_NNP led_VBD begin_VBP to_TO blink_VB )_-RRB- ._.','relevant'
' The_DT only_JJ thing_NN to_TO do_VB is_VBZ to_TO power_VB off_RP the_DT laptop_NN and_CC then_RB power_NN up_RP again_RB ._.','relevant'
' It_PRP happens_VBZ in_IN the_DT login_JJ page_NN at_IN work_NN (_-LRB- it_PRP uses_VBZ javascript_NN too_RB )_-RRB- ._.','relevant'
' The_DT system_NN freeze_VBP like_UH in_IN facebook_JJ personal_JJ status_NN editing_VBG ._.','relevant'
' Here_RB are_VBP some_DT informations_NNS on_IN my_PRP$ machine_NN and_CC system_NN :_: \n_ HP_NNP Pavilion_NNP dv3000_NNP (_-LRB- dv3550el_NNP )_-RRB- ._.','irrelevant'
' Ubuntu_JJ jaunty_NN (_-LRB- development_NN branch_NN )_-RRB- \n_ Release_NNP :_: \t_ 9.04_CD \n_ lspci_NN :_: \n_ 00:00.0_NNS Host_NNP bridge_NN :_: Intel_NNP Corporation_NNP Mobile_NNP 4_CD Series_NNP Chipset_NNP Memory_NNP Controller_NNP Hub_NNP (_-LRB- rev_JJ 07_CD )_-RRB- \n_ 00:01.0_CD PCI_NN bridge_NN :_: Intel_NNP Corporation_NNP Mobile_NNP 4_CD Series_NNP Chipset_NNP PCI_NNP Express_NNP Graphics_NNP Port_NNP (_-LRB- rev_NN 07_CD )_-RRB- \n_ 00:1a.0_CD USB_NN Controller_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB_NN UHCI_NNP Controller_NNP #_$ 4_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1a.1_CD USB_NN Controller_NNP :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB_NN UHCI_NNP Controller_NNP #_$ 5_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1a.7_CD USB_NN Controller_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB2_NNP EHCI_NNP Controller_NNP #_$ 2_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1b.0_CD Audio_JJ device_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- HD_NNP Audio_NNP Controller_NNP (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1c.0_CD PCI_NN bridge_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- PCI_NNP Express_NNP Port_NNP 1_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1c.1_CD PCI_NN bridge_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- PCI_NNP Express_NNP Port_NNP 2_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1c.5_CD PCI_NN bridge_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- PCI_NNP Express_NNP Port_NNP 6_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1d.0_JJ USB_NN Controller_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB_NN UHCI_NNP Controller_NNP #_$ 1_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1d.1_CD USB_NN Controller_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB_NN UHCI_NNP Controller_NNP #_$ 2_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1d.2_CD USB_NN Controller_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB_NN UHCI_NNP Controller_NNP #_$ 3_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1d.3_CD USB_NN Controller_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB_NN UHCI_NNP Controller_NNP #_$ 6_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1d.7_CD USB_NN Controller_NN :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- USB2_NNP EHCI_NNP Controller_NNP #_$ 1_CD (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1e.0_CD PCI_NN bridge_NN :_: Intel_NNP Corporation_NNP 82801_CD Mobile_NNP PCI_NNP Bridge_NNP (_-LRB- rev_NN 93_CD )_-RRB- \n_ 00:1f.0_NNP ISA_NNP bridge_NN :_: Intel_NNP Corporation_NNP ICH9_NNP M_NNP LPC_NNP Interface_NNP Controller_NNP (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1f.2_CD SATA_NNP controller_NN :_: Intel_NNP Corporation_NNP ICH9M_NNPS /_SYM M_NNP -_HYPH E_NNP SATA_NNP AHCI_NNP Controller_NNP (_-LRB- rev_NN 03_CD )_-RRB- \n_ 00:1f.3_CC SMBus_NNP :_: Intel_NNP Corporation_NNP 82801I_NNP (_-LRB- ICH9_NNP Family_NNP )_-RRB- SMBus_NNP Controller_NNP (_-LRB- rev_NN 03_CD )_-RRB- \n_ 01:00.0_CD VGA_VBG compatible_JJ controller_NN :_: nVidia_NNP Corporation_NNP GeForce_NNP 9300_CD M_NNP GS_NNP (_-LRB- rev_NN a1_NNP )_-RRB- \n_ 02:00.0_CD Ethernet_NN controller_NN :_: Realtek_NNP Semiconductor_NNP Co._NNP ,_, Ltd._NNP RTL8111/8168B_NNP PCI_NNP Express_NNP Gigabit_NNP Ethernet_NN controller_NN (_-LRB- rev_NN 02_CD )_-RRB- \n_ 03:00.0_CD Network_NNP controller_NN :_: Intel_NNP Corporation_NNP PRO_NNP /_SYM Wireless_NNP 5100_CD AGN_NNP [_-LRB- Shiloh_NNP ]_-RRB- Network_NNP Connection_NNP \n_ lsusb_NN :_: \n_ Bus_NNP 002_CD Device_NN 002_CD :_: ID_NNP 10f1:1a09_NNP \n_ Bus_NNP 002_CD Device_NN 001_CD :_: ID_NNP 1d6b:0002_CD Linux_NNP Foundation_NNP 2.0_CD root_NN hub_NN \n_ Bus_NNP 008_CD Device_NN 001_CD :_: ID_NNP 1d6b:0001_CD Linux_NNP Foundation_NNP 1.1_CD root_NN hub_NN \n_ Bus_NNP 007_CD Device_NN 001_CD :_: ID_NNP 1d6b:0001_CD Linux_NNP Foundation_NNP 1.1_CD root_NN hub_NN \n_ Bus_NNP 006_CD Device_NN 001_CD :_: ID_NNP 1d6b:0001_CD Linux_NNP Foundation_NNP 1.1_CD root_NN hub_NN \n_ Bus_NNP 005_CD Device_NN 001_CD :_: ID_NNP 1d6b:0001_CD Linux_NNP Foundation_NNP 1.1_CD root_NN hub_NN \n_ Bus_NNP 001_CD Device_NN 001_CD :_: ID_NNP 1d6b:0002_CD Linux_NNP Foundation_NNP 2.0_CD root_NN hub_NN \n_ Bus_NNP 004_CD Device_NN 001_CD :_: ID_NNP 1d6b:0001_CD Linux_NNP Foundation_NNP 1.1_CD root_NN hub_NN \n_ Bus_NNP 003_CD Device_NN 003_CD :_: ID_NNP 03f0:171d_CD Hewlett_NNP -_HYPH Packard_NNP Wireless_NNP (_-LRB- Bluetooth_NNP +_SYM WLAN_NNP )_-RRB- Interface_NNP [_-LRB- Integrated_NNP Module_NNP ]_-RRB- \n_ Bus_NNP 003_CD Device_NN 002_CD :_: ID_NNP 138a:0001_CD \n_ Bus_NNP 003_CD Device_NN 001_CD :_: ID_NNP 1d6b:0001_CD Linux_NNP Foundation_NNP 1.1_CD root_NN hub_NN \n_ uname_NN -a_NN :_: \n_ Linux_NNP UMars_NNP 2.6.28_JJ -_HYPH 11-generic_CD #_$ 41-Ubuntu_CD SMP_NNP We_PRP d_MD Apr_NNP 8_CD 04:39:23_CD UTC_NN 2009_CD x86_64_VBD GNU_NNP /_SYM Linux_NNP \n_ Firefox_NNP 3.0.8_NNP \n_ Mozilla_NNP Firefox_NNP for_IN Ubuntu_NNP ..._.','irrelevant'
' What_WP I_PRP have_VBP to_TO post_VB to_TO make_VB this_DT bug_NN not_RB incomplete_JJ ?_.','irrelevant'
' PS_NN :_: firefox_NNS freeze_VBP the_DT system_NN on_IN this_DT site_NN too_RB (_-LRB- only_RB some_DT times_NNS ,_, after_IN button_NN click_NN )_-RRB- !_.','relevant'
' !_.','irrelevant'
' I_PRP have_VBP the_DT same_JJ problem_NN ._.','relevant'
' But_CC on_IN any_DT site_NN ._.','relevant'
' It_PRP seems_VBZ firefox_NN but_CC I_PRP am_VBP not_RB sure_JJ ._.','relevant'
' http://www.toad-software.com/firefox/crashff.htm_`` \n_ This_DT may_MD be_VB a_DT related_JJ issue_NN ,_, it_PRP seems_VBZ to_TO happen_VB when_WRB an_DT animation_NN /_SYM block_NN of_IN some_DT sort_NN occurs_VBZ on_IN top_NN of_IN a_DT flash_NN window_NN ._.','relevant'
' Architecture_NN :_: amd64_NNP \n_ DistroRelease_NNP :_: Ubuntu_NNP 9.04_CD \n_ NonfreeKernelModules_NNPS :_: nvidia_NN \n_ Package_NNP :_: firefox-3.0_IN 3.0.8+nobinonly-0ubuntu3_CD \n_ PackageArchitecture_NNP :_: amd64_NNP \n_ ProcEnviron_NNP :_: \n\xa0__SP SHELL=/bin_NN /_SYM bash_NN \n\xa0__SP LANG_NNS =_SYM it_IT.UTF-8_NNP \n_ Uname_NNP :_: Linux_NNP 2.6.28_JJ -_HYPH 11-generic_CD x86_64_JJ \n_ UserGroups_NNPS :_: adm_DT admin_NN cdrom_NN dialout_NN lpadmin_NN plugdev_NN sambashare_NN','irrelevant'
' I_PRP think_VBP that_IN this_DT bug_NN is_VBZ not_RB from_IN firefox_NN anymore_RB ..._.','relevant'
' I_PRP use_VBP a_DT bluetooth_JJ mouse_NN (_-LRB- Kensington_NNP )_-RRB- ,_, and_CC the_DT system_NN crashes_VBZ when_WRB I_PRP click_VBP a_DT button_NN ,_, or_CC simply_RB navigate_VB in_IN some_DT pages_NNS ._.','relevant'
" I_PRP have_VBP decided_VBN to_TO try_VB not_RB using_VBG this_DT mouse_NN anymore_RB ,_, and_CC using_VBG the_DT touchpad_NN of_IN my_PRP$ laptop_NN (_-LRB- HP_NNP pavilion_NN dv3550el_NNP )_-RRB- or_CC a_DT mouse_NN USB_NN do_VBP n't_RB crash_VB my_PRP$ system_NN !_. !_.",'relevant'
' So_CC ,_, I_PRP think_VBP that_IN the_DT problem_NN is_VBZ in_IN hald_NN or_CC bluetooth_NN module_NN (_-LRB- BlueZ_NNP )_-RRB- ,_, because_IN I_PRP have_VBP used_VBN firefox_NN for_IN all_PDT the_DT day_NN (_-LRB- yesterday_NN )_-RRB- with_IN no_DT problems_NNS and_CC no_DT crash_NN !_. !_.','relevant'
' In_IN my_PRP$ /var_. /_SYM log_NN /_SYM messages_NNS I_PRP have_VBP found_VBN this_DT line_NN before_IN any_DT crash_NN :_: \n_ Pid_NNP :_: 3024_CD ,_, comm_JJ :_: hald_NN -_HYPH addon_NN -_HYPH stor_NN Tainted_NN :_: P_NN           __SP 2.6.28_JJ -_HYPH 11-generic_CD #_$ 41-Ubuntu_CD \n_ Is_VBZ this_DT information_NN useful_JJ to_TO solve_VB this_DT problem_NN ?_.','irrelevant'
' Any_DT chance_NN you_PRP have_VBP a_DT bluetooth_JJ video_NN camera_NN or_CC are_VBP running_VBG on_IN a_DT sony_NN notebook_NN ._.','irrelevant'
